,NewSID,time,longitudinal_dist_AV,LateralPosition_AV,localCoor_OrgLaneC,localCoor_tgtLaneC,localCoor_RoadLine,AV_x,AV_y,globalCoor_OrgLaneCx,globalCoor_OrgLaneCy,globalCoor_tgtLaneCx,globalCoor_tgtLaneCy,globalCoor_RoadLanex,globalCoor_RoadLaney,isGenLine,isAvgLC,isGenPointBetw
0,24,0.0,0.0,1.552020760803803,1.884607670385459,-1.879995775116731,0.0,476.8027323787052,4960.54222875181,476.93937092657615,4960.215269219454,476.7781597067708,4963.974155272698,476.7934851679016,4962.094221964121,1,1,1
1,24,0.0999870300292968,1.2227253664127933,1.5543523891598126,1.8818616380312427,-1.8815709025921332,0.0,478.0256681099925,4960.547057018167,478.0262412465769,4960.219545713602,478.00055411275815,4963.982886444463,478.0161895790071,4962.101380506742,1,1,1
2,24,0.1999819278717041,2.445336619572189,1.5562690536440411,1.8834947083787001,-1.8840464907039391,0.0,479.2464432757717,4960.551481398135,479.2470959473948,4960.224255236311,479.2209674831573,4963.991693849462,479.2387844691309,4962.107731606171,1,1,1
3,24,0.2999720573425293,3.661894589588741,1.555880430813142,1.885980666537629,-1.885747052162527,0.0,480.4648069402612,4960.559002274064,480.4659510930227,4960.228903079105,480.4403903144149,4964.000541729627,480.45532163516265,4962.114853791393,1,1,1
4,24,0.3999309539794922,4.876805127899574,1.5557726635990095,1.8880881279595447,-1.887844812657251,0.0,481.6792648236338,4960.565823956741,481.68030686869037,4960.2335091412115,481.6548621881861,4964.009352685829,481.67021361272276,4962.121570290943,1,1,1
5,24,0.4999558925628662,6.088778900589944,1.5548463356655309,1.8901461700935327,-1.889926602509648,0.0,482.89008237112137,4960.573414933685,482.8906630646139,4960.238114047336,482.86537359192226,4964.018093103879,482.88216903196405,4962.128241131881,1,1,1
6,24,0.5999789237976074,7.295777538212227,1.5536903063001164,1.892116302463705,-1.891932521578445,0.0,484.0974799317274,4960.581202421194,484.0990192363203,4960.24277983384,484.0739051673054,4964.02674149938,484.0891494688539,4962.1348703945005,1,1,1
7,24,0.7000019550323486,8.500288723463987,1.5534785015331283,1.8939769408311422,-1.893813438635011,0.0,485.30164134890776,4960.588013577471,485.30337553406054,4960.247519553936,485.27699166412344,4964.03521172387,485.2936425702625,4962.141471486224,1,1,1
8,24,0.7999980449676514,9.703079306873045,1.5548270294363176,1.8956880244395466,-1.895574451854092,0.0,486.5040826500843,4960.59323763153,486.50573155511216,4960.252380623582,486.4805741740969,4964.043554015492,486.4964151910945,4962.148045755235,1,1,1
9,24,0.8999760150909424,10.902038251957048,1.5548153281592096,1.8969214542511963,-1.897411486312365,0.0,487.7037127862624,4960.5995070330655,487.70558715647536,4960.257406040213,487.68069248709355,4964.051654723125,487.69535788258526,4962.154299913247,1,1,1
10,24,0.9999959468841552,12.097475335270023,1.556969376157336,1.898548994431984,-1.8985005090018072,0.0,488.8999067251197,4960.604146636239,488.90094264011253,4960.262567465505,488.87784147739154,4964.059545686146,488.89077570154,4962.161089237205,1,1,1
11,24,1.099984884262085,13.291469272272652,1.5591177523962667,1.899673831711358,-1.8996292115624118,0.0,490.0926063380956,4960.608500776119,490.093797416913,4960.267946448109,490.0715262794484,4964.067181915287,490.0847518969962,4962.167598744046,1,1,1
12,24,1.200010061264038,14.48105575711121,1.5600347071867144,1.900572073588375,-1.9005361129370084,0.0,491.2821066993442,4960.614040842784,491.28315172667334,4960.273504563525,491.26125183228197,4964.074547298872,491.27432086022117,4962.174056121022,1,1,1
13,24,1.2999930381774902,15.667159687482362,1.561530848036555,1.901264545169079,-1.9012492064283204,0.0,492.4686058653611,4960.618976670245,492.4705053534549,4960.27924826707,492.4475129036501,4964.081691476015,492.4604073669138,4962.180485995863,1,1,1
14,24,1.400017023086548,16.850278574662678,1.5621871101015334,1.9017200294499643,-1.9017138413029389,0.0,493.65139853302566,4960.624723026118,493.6533584218085,4960.285195690669,493.63229018640186,4964.088570963196,493.6435089257279,4962.186890213414,1,1,1
15,24,1.5000369548797607,18.02941730134935,1.562196667497513,1.9020145276198317,-1.9020111625973477,0.0,494.83112044011847,4960.631093478643,494.83221120737954,4960.291276678351,494.8116223457918,4964.095246382934,494.8226304136437,4962.193267075716,1,1,1
16,24,1.6000208854675293,19.204508155978598,1.5621538760954057,1.9021565367429158,-1.90215531734681,0.0,496.00674150072615,4960.637489319072,496.00906347392237,4960.297494435019,495.9874896725481,4964.101744945094,495.9977041155238,4962.199617053372,1,1,1
17,24,1.7000069618225098,20.37753068092323,1.5609413915945447,1.9021867337575284,-1.902183021849712,0.0,497.1790612968075,4960.645033199058,497.18138309976626,4960.303795459861,497.1608821486546,4964.1081098833,497.1707095371753,4962.205952247601,1,1,1
18,24,1.8000409603118896,21.54762413038918,1.5593167092119244,1.9021758494114358,-1.9021756546330602,0.0,498.348656683931,4960.652973237691,498.3499088591053,4960.310116110426,498.3302190947573,4964.1144163870285,498.3407859340353,4962.212270082722,1,1,1
19,24,1.8999879360198968,22.713409771930607,1.557016690964444,1.90213936294126,-1.9021380645155663,0.0,499.5149566220509,4960.661538402286,499.51751017790974,4960.31642461064,499.4970745588719,4964.120646864168,499.50655476179656,4962.218532424332,1,1,1
20,24,1.9999709129333496,23.876357173049115,1.5533473135771765,1.9020533995271287,-1.902052276128065,0.0,500.6779128247279,4960.6713740584855,500.68021512580316,4960.322675375603,500.66023175193254,4964.126728277446,500.66948583227355,4962.224698513452,1,1,1
21,24,2.0999948978424072,25.03586967784335,1.5498562449487705,1.9018957324711703,-1.901893441018613,0.0,501.8374867504132,4960.680900354791,501.8389955523239,4960.328863893616,501.81995441538817,4964.132605280983,501.82898267024245,4962.230733268569,1,1,1
22,24,2.1999828815460205,26.19391001800127,1.5446306968665127,1.9016161439877917,-1.901610106414135,0.0,502.9941552413311,4960.6919602052,502.99581394469016,4960.334978611559,502.97820625595443,4964.138164102832,502.98700837162994,4962.236574368011,1,1,1
23,24,2.2999699115753174,27.34655261122633,1.5384492605604874,1.9012222052770447,-1.9012161681061681,0.0,504.1466817747159,4960.703784497043,504.1482172891247,4960.341014784443,504.13106078909465,4964.143414452794,504.13963731041736,4962.242217629435,1,1,1
24,24,2.3999600410461426,28.496250887678052,1.531490650961494,1.9006972112449887,-1.900687547259054,0.0,505.29666204812537,4960.716189175522,505.29865853622863,4960.346987956962,505.2829351654467,4964.1483390547055,505.2893229470369,4962.247662241422,1,1,1
25,24,2.49995493888855,29.644967529069962,1.522833072235209,1.8999989204549674,-1.899985615913918,0.0,506.4441555362477,4960.730045535559,506.4461565393926,4960.352884747088,506.431375712906,4964.152840250224,506.4380282033482,4962.252866280652,1,1,1
26,24,2.5999469757080083,30.7887770002914,1.512207809861556,1.8991605304522754,-1.8991491594839636,0.0,507.5890687783326,4960.7456747746255,507.5912017852221,4960.358727852315,507.57687276339783,4964.157007942515,507.58182728062434,4962.257865245736,1,1,1
27,24,2.699899911880493,31.93209551427008,1.5005868579984163,1.8981741134455765,-1.8981558303530737,0.0,508.7309643478131,4960.76210408937,508.7328130422203,4960.364521039756,508.72040784574045,4964.160829570618,508.7251363301471,4962.262679629824,1,1,1
28,24,2.7998878955841064,33.07099742371584,1.4881530164634154,1.8970118440705357,-1.896990543125449,0.0,509.8694295179062,4960.779126220201,509.8714808738986,4960.370272229395,509.85952705122247,4964.164254639525,509.8640298439477,4962.2672694404355,1,1,1
29,24,2.899878978729248,34.204501425343,1.4731900321277673,1.8957174796868475,-1.8956990738817077,0.0,511.0038373405063,4960.7985141782565,511.0062240090686,4960.375993165655,510.99472076521243,4964.167387689865,510.9975261953441,4962.271690691851,1,1,1
30,24,2.9998679161071777,35.32744773707723,1.4665333522052717,1.9031557842994915,-1.8854944175603614,0.0,512.1356297664364,4960.818322040872,512.1375329847572,4960.381697673867,512.1274612136272,4964.170257774634,512.1204189802438,4962.284776508325,1,1,1
31,24,3.0998518466949463,36.456491565959595,1.459154342893671,1.9121575544383977,-1.8733784034362633,0.0,513.2640920175966,4960.840406793727,513.2658983308887,4960.387400788894,513.2567667920473,4964.17285107189,513.2493988651238,4962.2994871574,1,1,1
32,24,3.199792861938477,37.57457569306707,1.4502250254018387,1.9211078186087645,-1.8612716898684247,0.0,514.3905240367562,4960.864014045489,514.3932823766876,4960.393121286312,514.3831280305176,4964.175260371356,514.3674177802476,4962.314054984639,1,1,1
33,24,3.2997858524322514,38.70362317020031,1.4389519643642177,1.9300189092999454,-1.8488033392310417,0.0,515.5128864779252,4960.889908144316,515.5157603489183,4960.3988438537635,515.5060539916593,4964.177543755208,515.4963976651275,4962.328765633715,1,1,1
34,24,3.3997280597686768,39.821710599683044,1.4249284389135575,1.938862233074583,-1.8364426809861951,0.0,516.6335566892149,4960.918533575969,516.6362757527394,4960.40459445443,516.6270169770676,4964.179732913837,516.6144165802513,4962.343333460954,1,1,1
35,24,3.499680995941162,40.939799470701864,1.4085683697100797,1.9476533114294439,-1.8240394134558395,0.0,517.7513466293857,4960.9494598726005,517.7548285676271,4960.410376712781,517.7445444656636,4964.181900508226,517.7324354953751,4962.357901288194,1,1,1
36,24,3.599668025970459,42.05788966828926,1.3894872870634098,1.9563865783004313,-1.8116594884293806,0.0,518.866224127662,4960.9830713189285,518.8689658665685,4960.416170117389,518.8605995178701,4964.184100197859,518.850454410499,4962.372469115433,1,1,1
37,24,3.6996169090271,43.165019403154396,1.36761529699872,1.9650464571669082,-1.7995475720679248,0.0,519.9775005403602,4961.019424898856,519.9801594495644,4960.421978171497,519.9712556833532,4964.186389212547,519.9575123558666,4962.3868941208375,1,1,1
38,24,3.799602031707764,44.27215024764183,1.3434277291356271,1.9736640362271884,-1.7875802346450664,0.0,521.0849534226194,4961.058046037188,521.0878092946825,4960.427791909028,521.0775387603053,4964.188852318762,521.0645703012343,4962.401319126241,1,1,1
39,24,3.899590015411377,45.40117456299746,1.3162330881521545,1.9813613356742783,-1.7766272232466356,0.0,522.1894168444882,4961.098739453008,522.1936104593709,4960.433604790726,522.1807917940621,4964.1915477049415,522.1935267414868,4962.414966124632,1,1,1
40,24,3.9996140003204346,46.501811354216684,1.2700141405820635,1.9721739141405894,-1.7829340088963368,0.0,523.2900572412932,4961.141563073708,523.2943171650062,4960.439396501461,523.2816799269435,4964.194460366279,523.294213648058,4962.411570412884,1,1,1
41,24,4.099596023559569,47.59846987476583,1.2228609903998409,1.9633585050108548,-1.7890928566873714,0.0,524.3872720203267,4961.185686685575,524.3915247285929,4960.445183832019,524.3780678894216,4964.197588957008,524.3909172118812,4962.408542243039,1,1,1
42,24,4.199579000473023,48.690153290152125,1.1731946624143943,1.9548900921226124,-1.7951294707544647,0.0,525.4799235334469,4961.232667656584,525.4842333737827,4960.4509697277335,525.4699556058894,4964.2009438195455,525.4826411440482,4962.405859171432,1,1,1
43,24,4.299595832824707,49.77885367209796,1.1221915646875553,1.9467942494722452,-1.8009986478308224,0.0,526.5694997814289,4961.281373726095,526.573942650812,4960.456771159844,526.5598427881501,4964.204525428292,526.5713776562993,4962.403563719564,1,1,1
44,24,4.3995840549468985,50.864570504934505,1.06947012700803,1.9390666869455973,-1.806700171233192,0.0,527.6550903285604,4961.332183118951,527.6591529305431,4960.462585679239,527.6442298043658,4964.208305447366,527.6571266011526,4962.401651307425,1,1,1
45,24,4.499562978744507,51.9433189949907,1.0157837897998703,1.9317064147856073,-1.8121815509047834,0.0,528.7349550454063,4961.384335846297,528.740364067528,4960.468417928768,528.7241166030403,4964.212262411798,528.7359034317878,4962.400119193367,1,1,1
46,24,4.59955096244812,53.015098715761106,0.9607198512607035,1.9247308395953135,-1.817435452232171,0.0,529.8072504989657,4961.438245345499,529.8120775239852,4960.47423920806,529.7965035327851,4964.216366001969,529.807708009234,4962.398965087823,1,1,1
47,24,4.699538946151733,54.08190121021172,0.9038610555301991,1.9180669623679658,-1.822531874021681,0.0,530.8733036543136,4961.494285172489,530.8787920458686,4960.480083160389,530.8623903981439,4964.220636820448,530.8745323938992,4962.398145392824,1,1,1
48,24,4.7994890213012695,55.13974178655263,0.8477499980500095,1.9117250898180909,-1.8274324372605855,0.0,531.9325585095903,4961.549904407919,531.9385081634583,4960.48593908334,531.9212772986972,4964.225053025633,531.9323920581443,4962.397654389628,1,1,1
49,24,4.899467945098877,56.191608621002395,0.7911497186877338,1.9057297225230732,-1.8321189137541114,0.0,532.9840039184303,4961.6063741616745,532.9902261302817,4960.491803402601,532.9721643436073,4964.229602718786,532.9842752263421,4962.397523833843,1,1,1
50,24,4.999413967132568,57.234513047037794,0.7343733210064848,1.9000644815590697,-1.83658645932612,0.0,534.0272629242429,4961.663357507904,534.0339459345086,4960.497678342584,534.0150515481903,4964.234277148564,534.0271934708111,4962.397730825626,1,1,1
51,24,5.0993568897247314,58.270446958570595,0.6785320003295201,1.8947155051543825,-1.8408369704802265,0.0,535.0636034377284,4961.719736344595,535.0706673115619,4960.503567637446,535.0519387342571,4964.239071083672,535.0631388878836,4962.3982681859,1,1,1
52,24,5.199343919754028,59.29841403407631,0.6222204956356412,1.8896870863285804,-1.844861819036907,0.0,536.0923229559911,4961.776914836281,536.0993905332971,4960.509465193059,536.0798262516998,4964.243961438924,536.0911152681814,4962.399134159896,1,1,1
53,24,5.299293041229248,60.319410113777714,0.5649215823282017,1.8849648171410398,-1.8486639320574096,0.0,537.113417398842,4961.83539911294,537.1211153307746,4960.515375855395,537.1017137956345,4964.248953853427,537.1121186152444,4962.400319202281,1,1,1
54,24,5.399236917495728,61.333434967390524,0.5073332987754074,1.8805402650338483,-1.8522484245172892,0.0,538.1267281807038,4961.894479656403,538.1348419788145,4960.52129245228,538.1146017230102,4964.254025055583,538.1261488381258,4962.401812624392,1,1,1
55,24,5.499218940734863,62.33849620885538,0.45020389806847144,1.8764134342125685,-1.8556038483063981,0.0,539.1326205233057,4961.9534021935215,539.1415702152271,4960.5272190400765,539.1204898400632,4964.259176754168,539.1312136507661,4962.403603893369,1,1,1
56,24,5.599165916442871,63.340570245884734,0.39358677642166967,1.8725602474090155,-1.858750206385629,0.0,540.134252505962,4962.012113355235,540.1432995106973,4960.533165461029,540.122377836982,4964.264417131348,540.1332895657589,4962.405698953701,1,1,1
57,24,5.699152946472168,64.33666862731775,0.33564028291692355,1.8689883997989092,-1.861674913415157,0.0,541.1300836382945,4962.072447482893,541.1390301459198,4960.539123516688,541.1182659623024,4964.269728734576,541.129388198574,4962.408087045341,1,1,1
58,24,5.79913592338562,65.3257951045471,0.2785934661834711,1.8656972856460778,-1.8643736231767265,0.0,542.1195008326921,4962.1321679794655,542.1287621341107,4960.545090559769,542.108154244081,4964.275104539081,542.1185133723027,4962.410759695642,1,1,1
59,24,5.8991289138793945,66.30994174113528,0.22090178578181302,1.862679387344377,-1.866851217587179,0.0,543.1029156398496,4962.192815418886,543.1124954908537,4960.551063648213,543.0910428245337,4964.280532142015,543.1026572076777,4962.413717053499,1,1,1
60,24,5.9991538524627686,67.28711620858243,0.1634558889846653,1.8599368771833011,-1.8691004632188366,0.0,544.0800222224892,4962.253491591578,544.0902302346782,4960.557039579447,544.0689315046268,4964.286016068499,544.0798274372153,4962.416947364502,1,1,1
61,24,6.09917688369751,68.2583144892479,0.10752997345571562,1.8574654432306033,-1.8711240863041834,0.0,545.0515927523885,4962.31291965878,545.061966384764,4960.563014918384,545.0398205417641,4964.291538676089,545.0510200883524,4962.420448107328,1,1,1
62,24,6.1991260051727295,69.2235364796973,0.051143384881005685,1.8552687033500201,-1.8729155420437522,0.0,546.0169000104713,4962.373080219098,546.0277039611223,4960.568986027368,546.0057097357012,4964.297105248102,546.0162350737431,4962.424219281234,1,1,1
63,24,6.299149990081787,70.1837781759017,-0.009279811368643812,1.853343238251813,-1.8744757750793872,0.0,546.9766479180346,4962.437537966993,546.9884427166147,4960.574955336492,546.9655992296915,4964.302704154062,546.976468416742,4962.428259891852,1,1,1
64,24,6.399143934249878,71.1400355802319,-0.06578874668548447,1.8516816392673563,-1.8758113441354165,0.0,547.9323383972812,4962.498353553072,547.9441826686001,4960.580919755122,547.921488810221,4964.308343635102,547.9327161571655,4962.4325658909465,1,1,1
65,24,6.4991629123687735,72.09131250750121,-0.12372436712620101,1.8502866483415865,-1.8769181084939972,0.0,548.8836036258922,4962.560852593339,548.8959235738183,4960.586880691255,548.8733785110483,4964.3140169609205,548.8839821418616,4962.437128805221,1,1,1
66,24,6.599148035049439,73.03561667164631,-0.1827342813045668,1.8491603865127084,-1.8777926271753833,0.0,549.8271390950277,4962.624664582656,549.8396665498366,4960.592808533838,549.8172688296864,4964.319694203624,549.8282741322605,4962.441933826475,1,1,1
67,24,6.699163913726808,73.9709557930024,-0.23851203411069838,1.848302370439393,-1.8784351354623277,0.0,550.7622678373592,4962.685471712211,550.7754116247575,4960.598698769668,550.7521599151014,4964.325363697262,550.763599906296,4962.446963397874,1,1,1
68,24,6.799154043197633,74.8983259238592,-0.29562196226916504,1.8476987089558783,-1.8788580920228242,0.0,551.6894396604894,4962.747823149703,551.7031588275701,4960.604546664258,551.6800515669125,4964.331031525062,551.6909555810573,4962.452205074206,1,1,1
69,24,6.8991780281066895,75.81872309859739,-0.3522134516569266,1.84735464258805,-1.8790544437897234,0.0,552.6088700224618,4962.809871527112,552.6229081836248,4960.610348311985,552.5989440492616,4964.336680290897,552.6113371568225,4962.4576667162755,1,1,1
