scenerio_id,scenario_id_num,time,object_id,object_type,is_sdc,speed,LeaderSpeed,speedDiff,spacing,lane_deviation,Leader_lane_deviation,acceleration,Dis_TO_av,Leader_Dis_TO_av,laneID,position_num
6ad115c66d5240ab,505,0.0,3321,Vehicle,1,17.938919864268797,17.444783855005763,0.494136009263034,55.6211257756359,-0.0125534262322191,-0.0190180383580304,0.0,0.0,57.01157689956639,0,0
6ad115c66d5240ab,505,0.0999989509582519,3321,Vehicle,1,17.94587810437736,17.444783855005763,0.5010942493715973,55.57230069071465,-0.0083947648312401,-0.0140614165629596,0.0695831310417269,0.0,56.96146747462922,0,0
6ad115c66d5240ab,505,0.2000391483306884,3321,Vehicle,1,17.958964672772513,18.24466937834116,-0.2857047055686479,55.600883443415135,0.0002560575072127,0.0004893631264416,0.1308131005223138,0.0,56.99003794518609,0,0
6ad115c66d5240ab,505,0.3000400066375732,3321,Vehicle,1,17.955393462650594,17.33312688573624,0.6222665769143525,55.53719086271573,0.0097710501584981,0.0068047524756384,-0.035711794702397,0.0,56.92781128749465,0,0
6ad115c66d5240ab,505,0.4000411033630371,3321,Vehicle,1,17.929366046604905,17.33685554043707,0.5925105061678337,55.47646379728983,0.0219032871570297,0.016769773855628,-0.2602713059952068,0.0,56.86856023687786,0,0
6ad115c66d5240ab,505,0.5000741481781006,3321,Vehicle,1,17.917162545459885,17.720774348656217,0.1963881968036673,55.45640282332975,0.0337230412298541,0.0268993511035843,-0.1219946985276854,0.0,56.8489214171975,0,0
6ad115c66d5240ab,505,0.600074052810669,3321,Vehicle,1,17.919600747381207,17.16007325603684,0.7595274913443681,55.38055923896172,0.0447667860372141,0.0209345582238246,0.0243820424657481,0.0,56.77296866806306,0,0
6ad115c66d5240ab,505,0.7000739574432373,3321,Vehicle,1,17.917397701914663,17.642113675271407,0.2752840266432557,55.35282736323763,0.0555491583858665,0.0270402245544398,-0.0220304756753037,0.0,56.74544026539874,0,0
6ad115c66d5240ab,505,0.800044059753418,3321,Vehicle,1,17.918426709517345,17.371351627480973,0.5470750820363719,55.29878604396704,0.0634430124292808,0.0345552237240459,0.010293153441873,0.0,56.69073275719511,0,0
6ad115c66d5240ab,505,0.9000449180603027,3321,Vehicle,1,17.929274451157482,17.34962711832006,0.5796473328374212,55.24170850814044,0.0710962774673863,0.0490431145645728,0.1084764853402359,0.0,56.63276802391138,0,0
6ad115c66d5240ab,505,1.0000069141387942,3321,Vehicle,1,17.92742410224072,17.70254863024759,0.2248754719931298,55.218609469449866,0.07603175750541,0.0760374824160303,-0.0185105238925848,0.0,56.61028047671206,0,0
6ad115c66d5240ab,505,1.100003957748413,3321,Vehicle,1,17.927342830954434,17.435311109987797,0.4920317209666365,55.17063462187304,0.0793177734199943,0.0748479296015178,-0.0008127368905495,0.0,56.5610773046154,0,0
6ad115c66d5240ab,505,1.1999731063842771,3321,Vehicle,1,17.940804166651528,17.68922583210868,0.2515783345428488,55.14654329586024,0.0821488651074546,0.0741705860437295,0.134654899844423,0.0,56.5359194711611,0,0
6ad115c66d5240ab,505,1.299936056137085,3321,Vehicle,1,17.948600867790148,17.277842650087507,0.670758217702641,55.08029790117484,0.0851628578221276,0.0855861950151177,0.0779959090633429,0.0,56.468843649390834,0,0
6ad115c66d5240ab,505,1.399935960769653,3321,Vehicle,1,17.96296952515105,17.418105507194213,0.5448640179568365,55.02652496554629,0.0882436707225224,0.0904159199750729,0.1436867106393357,0.0,56.41435724759516,0,0
6ad115c66d5240ab,505,1.4999361038208008,3321,Vehicle,1,17.97874776527515,17.472363143772974,0.5063846215021748,54.9770479207955,0.0913884985203469,0.0967166365423565,0.1577821755317449,0.0,56.363718785444966,0,0
6ad115c66d5240ab,505,1.5999391078948977,3321,Vehicle,1,17.984335795181515,17.39687403447218,0.5874617607093349,54.91751190466484,0.0933553300760812,0.1057109907598141,0.0558786204285044,0.0,56.304972609374026,0,0
6ad115c66d5240ab,505,1.6999781131744385,3321,Vehicle,1,17.976782708611093,17.49381239167247,0.4829703169386228,54.867898557762366,0.0961366321021447,0.1200317750497399,-0.0755014161657481,0.0,56.25667557768016,0,0
6ad115c66d5240ab,505,1.7999830245971682,3321,Vehicle,1,17.96621387191571,17.740493267286542,0.2257206046291671,54.84507641789333,0.0990824168093637,0.1303315961753127,-0.1056831764063302,0.0,56.23410351721724,0,0
6ad115c66d5240ab,505,1.8999779224395752,3321,Vehicle,1,17.96010616466507,17.288936029981986,0.6711701346830843,54.77797454143654,0.1034594161576859,0.1482569116427872,-0.0610801889138823,0.0,56.16698650374893,0,0
6ad115c66d5240ab,505,2.000011920928955,3321,Vehicle,1,17.960392108834547,17.487068084025378,0.4733240248091697,54.72977894388146,0.1069751742568071,0.165326547951754,0.0028584698581957,0.0,56.119654101268,0,0
6ad115c66d5240ab,505,2.100017070770264,3321,Vehicle,1,17.95801153962631,17.38773919056876,0.5702723490575501,54.67210609326657,0.1107754997655778,0.1638127201395633,-0.0238044661901504,0.0,56.06262686636226,0,0
